sample,t_ms,ch1_uv
3060,266031.22,186841.7636
3061,266051.03,186864.6741
3062,266071.47,186904.1026
3063,266091.27,186901.5321
3064,266131.22,186844.0658
3065,266151.02,186801.1281
3066,266170.89,186870.2173
3067,266191.33,186773.8590
3068,266231.09,186881.2591
3069,266251.04,186852.2242
3070,266270.86,186825.1562
3071,266291.30,186881.0356
3072,266311.11,186871.5137
3073,266351.21,186936.9596
3074,266371.08,186870.4855
3075,266390.92,186877.7052
3076,266410.75,186826.7655
3077,266444.86,186835.3933
3078,266450.89,186875.6711
3079,266470.75,186855.5322
3080,266491.20,186880.2086
3081,266511.03,186868.2057
3082,266530.89,186821.3341
3083,266550.75,186973.4600
3084,266571.20,186765.2312
3085,266591.05,186880.0297
3086,266610.88,186825.9609
3087,266630.68,186866.2164
3088,266651.12,186895.6760
3089,266671.86,186904.6167
3090,266690.62,186818.6072
3091,266711.07,186895.1172
3092,266730.79,186883.4496
3093,266750.59,186828.0619
3094,266770.38,186833.8957
3095,266794.39,186894.6254
3096,266810.65,186866.9540
3097,266830.50,186855.7557
3098,266850.96,186793.9979
3099,266870.79,186909.8917
3100,266890.58,186959.6243
3101,266912.79,186768.9416
3102,266930.89,186896.2795
3103,266950.80,186890.4680
3104,266970.63,186870.0609
3105,266990.47,186840.4895
3106,267030.44,186831.9511
3107,267050.37,186939.7312
3108,267070.85,186888.0540
3109,267090.66,186901.5768
3110,267110.46,186940.2453
3111,267150.80,186863.0871
3112,267170.59,186931.8411
3113,267190.41,186854.7723
3114,267210.25,186843.4623
3115,267230.67,186902.5156
3116,267270.59,186830.4983
3117,267290.29,186856.2698
3118,267310.70,186885.1483
3119,267330.46,186828.5313
3120,267350.26,186919.9947
3121,267371.61,186879.2251
3122,267390.36,186904.9296
3123,267410.18,186914.0714
3124,267430.57,186926.2978
3125,267450.49,186948.2696
3126,267470.29,186823.3010
3127,267491.17,186896.1006
3128,267510.51,186884.1648
3129,267530.27,186901.4651
3130,267550.03,186834.8792
3131,267570.43,186856.7169
3132,267610.03,186886.1094
3133,267630.49,186895.9442
3134,267650.33,186932.6457
3135,267670.12,186911.8363
3136,267710.20,186853.8335
3137,267730.00,186930.4106
3138,267750.38,186844.3340
3139,267770.14,186984.3900
3140,267789.90,186878.3757
3141,267811.95,186837.0920
3142,267830.39,186881.5720
3143,267850.24,186855.0628
3144,267870.00,186926.9907
3145,267890.39,186826.8326
3146,267910.20,186987.5640
3147,267930.45,186877.4593
3148,267949.84,186931.9528
3149,267970.26,186895.7654
3150,267990.05,186925.4708
3151,268009.83,186879.4262
3152,268050.20,186902.9179
3153,268070.03,186952.5611
3154,268089.84,186878.8674
3155,268110.26,186911.8139
3156,268130.04,186859.4885
3157,268170.30,186890.3339
3158,268190.14,186821.8705
3159,268209.94,186936.7585
3160,268229.73,186859.8461
3161,268249.51,186870.2173
3162,268289.88,186918.7877
3163,268309.77,186901.2862
3164,268329.61,186826.0056
3165,268350.00,186954.5281
3166,268389.88,186877.3475
3167,268409.76,186961.1219
3168,268429.60,186923.7497
3169,268450.00,186884.3660
3170,268469.79,186840.2436
3171,268490.31,186886.1318
3172,268509.53,186951.1753
3173,268529.93,186948.3590
3174,268549.76,186913.2668
3175,268569.53,186904.9072
3176,268609.48,186923.4145
3177,268629.29,186914.1832
3178,268649.76,186889.9986
3179,268669.53,186937.8984
3180,268709.54,186980.8137
3181,268729.37,186918.0053
3182,268749.78,186930.1647
3183,268769.61,187002.1597
3184,268789.39,186961.5242
3185,268809.76,186900.7051
3186,268829.64,186915.4572
3187,268849.43,186884.9918
3188,268869.21,186965.2793
3189,268889.61,186888.9928
3190,268912.28,186883.8072
3191,268929.03,186910.1599
3192,268949.44,186897.1288
3193,268969.35,186960.6525
3194,268989.20,186834.7898
3195,269029.30,186812.6169
3196,269049.69,186895.4524
3197,269069.48,186877.4593
3198,269089.28,186977.5057
3199,269109.55,186917.0442
3200,269129.34,186959.9372
3201,269149.20,186957.9256
3202,269169.57,186936.8926
3203,269189.37,186973.7282
3204,269209.17,186893.5525
3205,269231.35,186914.9655
3206,269249.31,186955.6680
3207,269269.13,186930.3435
3208,269289.56,186909.3776
3209,269309.35,186763.5995
3210,269349.47,186833.0017
3211,269369.30,186864.1824
3212,269389.16,186771.2438
3213,269409.00,186870.9773
3214,269442.82,186926.6331
3215,269449.30,186834.3428
3216,269469.14,186833.5605
3217,269489.03,186926.8566
3218,269508.84,186947.0626
3219,269529.25,186930.8352
3220,269549.68,186960.8536
3221,269568.90,186979.8303
3222,269589.33,186938.9936
3223,269609.04,187004.2607
3224,269628.85,187062.9340
3225,269668.98,186990.7379
3226,269688.74,186847.7538
3227,269709.14,186926.9907
3228,269728.91,186889.9986
3229,269749.22,186866.0823
3230,269769.26,186901.5545
3231,269789.13,186920.1288
3232,269808.94,186977.4163
3233,269828.70,186896.1230
3234,269849.12,186907.0530
3235,269870.45,186914.5408
3236,269889.13,186954.5951
3237,269908.91,186959.6243
3238,269928.70,186950.7954
3239,269949.10,186912.1268
3240,269989.18,186881.4826
3241,270009.01,186901.3086
3242,270028.81,186919.1900
3243,270048.61,186853.6100
3244,270069.56,186928.7118
3245,270088.44,186995.4541
3246,270108.87,186994.8506
3247,270128.66,186947.8673
3248,270148.47,186959.1773
3249,270168.88,186992.5484
3250,270190.14,186862.9307
3251,270208.75,186977.3939
3252,270228.56,186907.7235
3253,270248.41,186900.5039
3254,270268.64,186989.1286
3255,270308.78,186945.8109
3256,270328.61,186909.6458
3257,270348.40,186880.3427
3258,270368.79,186896.6818
3259,270388.58,186914.4291
3260,270428.38,186985.3064
3261,270448.80,186952.8070
3262,270468.58,186926.7672
3263,270488.38,186964.2287
3264,270508.40,186912.0374
3265,270528.80,186892.8373
3266,270548.65,186934.3445
3267,270568.49,186868.8092
3268,270588.29,187014.9001
3269,270608.06,186997.6223
3270,270629.21,186977.5951
3271,270648.29,186923.2580
3272,270668.13,186893.0161
3273,270688.57,186870.9996
3274,270708.40,186948.0908
3275,270748.56,186938.9936
3276,270768.39,186931.3493
3277,270788.19,186881.9743
3278,270807.98,186870.9326
3279,270848.58,186890.0880
3280,270868.39,186836.3321
3281,270888.19,186941.9217
3282,270907.95,186914.8314
3283,270928.41,186891.1162
3284,270948.06,186871.0890
3285,270967.88,186902.9179
3286,270988.26,186904.5943
3287,271008.02,186883.4049
3288,271027.79,186937.8760
3289,271051.90,186975.8517
3290,271068.26,186840.4225
3291,271088.07,186945.2745
3292,271107.88,186873.5030
3293,271128.27,186905.2425
3294,271168.04,186867.3116
3295,271187.91,186882.9131
3296,271207.77,186991.1179
3297,271228.17,186931.3717
3298,271247.98,186764.5383
3299,271267.78,186913.0209
3300,271287.73,186944.5369
3301,271308.14,186899.3640
3302,271327.90,186827.2349
3303,271347.68,186895.5642
3304,271371.94,186909.4670
3305,271387.71,186908.7741
3306,271408.14,186850.1678
3307,271427.91,186837.2932
3308,271447.73,186939.5077
3309,271487.82,186791.0028
3310,271507.64,186860.6508
3311,271528.07,187005.2889
3312,271547.91,186884.4554
3313,271567.75,186811.7675
3314,271587.88,186885.5730
3315,271607.60,186903.9237
3316,271628.05,186931.7964
3317,271647.89,186919.5700
3318,271667.68,186816.0367
3319,271690.66,186877.7499
3320,271707.13,186897.2406
3321,271727.56,186914.0714
3322,271747.94,186911.8810
3323,271767.76,186971.7613
3324,271807.72,186914.8538
3325,271827.55,186839.1037
3326,271847.36,186952.2929
3327,271867.77,186873.0336
3328,271887.58,186822.7199
3329,271927.64,186867.9821
3330,271947.33,186817.1766
3331,271967.75,186884.4777
3332,271987.54,186957.8362
3333,272007.31,186824.0833
3334,272027.32,186856.4487
3335,272047.79,186878.4651
3336,272067.59,186919.0335
3337,272087.33,186933.5398
3338,272107.12,186852.5371
3339,272147.31,186851.1513
3340,272167.13,186840.8248
3341,272187.50,186881.4826
3342,272207.26,186882.5555
3343,272247.70,186956.5174
3344,272267.49,186944.4698
3345,272287.27,186921.6487
3346,272307.02,186873.7713
3347,272327.37,186836.9803
3348,272347.63,186901.2192
3349,272367.45,186877.1911
3350,272387.24,186817.8695
3351,272407.59,186835.6615
3352,272427.33,186932.4669
3353,272467.49,186835.2145
3354,272487.31,186892.7926
3355,272507.10,186932.9587
3356,272527.49,186842.8588
3357,272566.98,186796.7471
3358,272587.38,186900.9286
3359,272607.32,186866.3952
3360,272627.64,186783.0232
3361,272647.09,186837.6285
3362,272681.73,186855.3311
3363,272687.27,186811.9016
3364,272712.54,186910.9869
3365,272729.43,186784.0737
3366,272746.71,186877.6381
3367,272767.46,186891.7868
3368,272787.95,186823.7704
3369,272827.77,186785.0125
3370,272848.85,186797.3283
3371,272869.26,186896.3018
3372,272889.12,186870.7314
3373,272907.11,186839.6625
3374,272929.04,186834.1863
3375,272946.87,186894.7819
3376,272967.08,186778.6422
3377,272987.23,186897.2182
3378,273046.92,186829.4477
3379,273066.82,186975.2705
3380,273086.70,186828.4196
3381,273107.06,186851.9336
3382,273126.74,186807.3642
3383,273167.15,186887.9423
3384,273186.85,186908.2600
3385,273206.52,186919.5029
3386,273226.77,186920.1511
3387,273247.06,186863.3553
3388,273286.86,186876.2299
3389,273306.66,186896.7488
3390,273327.03,186900.1910
3391,273346.78,186944.2686
3392,273366.53,186830.9006
3393,273406.94,186867.4681
3394,273426.73,186860.9414
3395,273446.55,186849.1396
3396,273466.94,186794.9143
3397,273486.71,186940.6477
3398,273506.59,186833.0911
3399,273526.51,186840.0201
3400,273546.94,186896.0559
3401,273566.75,186901.5992
3402,273586.53,186869.8820
3403,273606.52,186915.7702
3404,273626.87,186900.1687
3405,273646.68,186854.2805
3406,273666.51,186882.4214
3407,273686.29,186942.6146
3408,273706.69,186966.6204
3409,273728.22,186763.0407
3410,273746.71,186875.8947
3411,273766.46,186933.0928
3412,273786.25,186867.5798
3413,273806.63,186976.1199
3414,273846.34,186754.9717
3415,273866.16,186860.8072
3416,273886.59,186830.8112
3417,273906.75,186880.3874
3418,273926.60,186849.3631
3419,273946.49,186815.5003
3420,273966.33,186854.7276
3421,273986.11,186836.6003
3422,274006.50,186865.4788
3423,274026.28,186847.1280
3424,274066.42,186852.9841
3425,274086.18,186812.9745
3426,274106.02,186889.7751
3427,274126.41,186833.6052
3428,274146.18,186832.1970
3429,274168.66,186822.4740
3430,274186.07,186841.3389
3431,274206.52,186830.7665
3432,274226.37,186810.9852
3433,274246.18,186827.4137
3434,274266.04,186922.2522
3435,274286.69,186839.9978
3436,274306.41,186880.0521
3437,274326.17,186912.2833
3438,274345.95,186873.5701
3439,274366.33,186817.2213
3440,274406.32,186832.5546
3441,274426.08,186857.3874
3442,274445.89,186893.3067
3443,274466.30,186834.6334
3444,274486.61,186856.9851
3445,274506.34,186897.9111
3446,274526.15,186959.6243
3447,274545.95,186919.1676
3448,274565.72,186840.8248
3449,274586.13,186944.7157
3450,274606.29,186921.8722
3451,274626.31,186839.9307
3452,274646.15,186902.7615
3453,274665.94,186923.5933
3454,274685.74,186797.3506
3455,274706.14,186854.0347
3456,274726.14,186817.2660
3457,274746.02,186857.2533
3458,274765.90,186905.5554
3459,274785.80,186901.1745
3460,274805.69,186906.1589
3461,274826.14,186877.9510
3462,274845.95,186860.9861
3463,274865.66,186853.4982
3464,274886.09,186914.7867
3465,274905.91,186843.6188
3466,274925.67,186846.8598
3467,274946.07,186847.4856
3468,274965.89,186958.9984
3469,274986.04,186894.2007
3470,275005.94,186869.9938
3471,275025.70,186840.4001
3472,275045.49,186856.0240
3473,275065.91,186912.0151
3474,275105.66,186944.0004
3475,275125.49,186932.2881
3476,275145.91,186862.6401
3477,275165.70,186925.8285
3478,275185.50,186826.6761
3479,275206.38,186868.7868
3480,275225.67,186863.1989
3481,275245.48,186878.3087
3482,275265.30,186911.0763
3483,275285.76,186837.2932
3484,275305.63,186887.2046
3485,275325.76,186946.1015
3486,275345.61,186803.5868
3487,275365.41,186845.7645
3488,275385.18,186882.3320
3489,275405.57,186880.7897
3490,275445.71,186893.6419
3491,275465.56,186949.4095
3492,275485.37,186952.2259
3493,275505.12,186884.4554
3494,275545.57,186876.2970
3495,275565.43,186873.1007
3496,275585.22,186832.1523
3497,275605.65,186879.9627
3498,275625.44,186902.7615
3499,275646.10,186906.1142
3500,275665.63,186873.4136
3501,275685.53,186886.6459
3502,275705.34,186866.4399
3503,275725.14,186827.1679
3504,275745.56,186819.9259
3505,275766.02,186886.0200
3506,275785.18,186883.6731
3507,275804.99,186848.8938
3508,275825.43,186937.7196
3509,275845.14,186842.9929
3510,275864.94,186914.8761
3511,275885.55,186845.9880
3512,275904.82,186897.5312
3513,275925.31,186887.3388
3514,275945.09,186887.8081
3515,275964.89,186875.0677
3516,276005.25,186827.2349
3517,276025.05,186860.4496
3518,276044.84,186868.7868
3519,276065.28,186867.8257
3520,276105.08,186903.2755
3521,276124.92,186872.0502
3522,276144.78,187010.0051
3523,276165.20,186943.8887
3524,276184.98,186867.3116
3525,276204.93,186940.6924
3526,276224.80,186970.8225
3527,276244.61,186952.4494
3528,276264.99,186937.4290
3529,276284.79,186863.6459
3530,276307.88,186921.6710
3531,276324.56,186883.5166
3532,276344.97,186860.9637
3533,276364.78,186951.5330
3534,276385.16,186773.3449
3535,276424.64,186848.1338
3536,276445.06,186912.7080
3537,276464.83,186775.7589
3538,276484.63,186837.4497
3539,276504.94,186932.0199
3540,276525.04,186910.8751
3541,276544.88,186932.3105
3542,276564.65,186972.1636
3543,276585.07,186879.7615
3544,276604.85,186888.8587
3545,276625.17,186879.1580
3546,276644.96,186928.7565
3547,276664.71,186916.0831
3548,276684.55,186882.1308
3549,276704.97,186858.2368
3550,276745.00,186893.1055
3551,276764.78,186886.4670
3552,276784.56,186841.4730
3553,276804.96,186807.1854
3554,276838.53,186898.7158
3555,276844.44,186917.6924
3556,276864.85,186888.6128
3557,276884.70,186938.6360
3558,276904.51,186950.6165
3559,276924.31,186880.9015
3560,276944.83,186877.1687
3561,276964.63,186907.5894
3562,276984.32,186822.2505
3563,277004.78,186841.7412
3564,277024.59,186843.3729
3565,277064.36,186865.7693
3566,277084.24,186903.8120
3567,277104.70,186848.2456
3568,277124.46,186872.2513
3569,277164.32,186921.4028
3570,277184.20,186814.0921
3571,277204.71,186915.1890
3572,277224.51,186897.1735
3573,277244.33,186933.9645
3574,277264.95,186880.8568
3575,277284.18,186859.0191
3576,277304.61,186865.4341
3577,277324.40,186952.0918
3578,277344.20,186903.0520
3579,277368.61,186870.6867
3580,277384.23,186905.6672
3581,277404.05,186790.0193
3582,277423.85,186846.5692
3583,277444.26,186894.6254
3584,277484.26,186910.7187
3585,277504.10,186905.3319
3586,277523.93,186887.4282
3587,277544.35,186926.9460
3588,277564.29,186868.8986
3589,277584.47,186943.3075
3590,277604.31,187038.0118
3591,277624.11,186908.9976
3592,277643.91,186846.4351
3593,277664.32,186890.0433
3594,277684.62,186901.6215
3595,277703.93,186943.8887
3596,277723.73,186961.6583
3597,277744.19,186867.1775
3598,277763.92,186788.7452
3599,277804.22,186829.5819
3600,277824.08,186967.3356
3601,277843.81,186947.9790
3602,277863.64,186886.9588
3603,277904.28,186893.3514
3604,277924.13,186916.2396
3605,277943.85,186834.0746
3606,277963.65,186803.2292
3607,277984.06,186911.8810
3608,278003.73,186935.4397
3609,278023.57,186883.6284
3610,278043.99,186888.0093
3611,278063.77,186930.5223
3612,278083.55,186935.2609
3613,278124.01,186845.6081
3614,278143.86,186814.5615
3615,278163.67,186880.1638
3616,278184.06,186814.0697
3617,278203.78,186878.3087
3618,278243.84,186889.6857
3619,278263.66,186922.8557
3620,278283.46,186974.8682
3621,278303.86,186896.9500
3622,278323.66,186854.4593
3623,278363.52,186925.2697
3624,278383.42,186861.8131
3625,278403.86,186929.7847
3626,278423.67,186861.2543
3627,278443.53,186874.3971
3628,278483.44,186860.5167
3629,278503.89,186893.6643
3630,278523.70,186875.8723
3631,278543.54,186893.0161
3632,278563.39,186862.0589
3633,278583.51,186865.9705
3634,278603.41,186869.7703
3635,278623.26,186894.2231
3636,278643.67,186909.2211
3637,278663.43,186874.7100
3638,278683.28,186859.6673
3639,278703.35,186913.8479
3640,278723.24,186770.6850
3641,278743.65,186920.5758
3642,278763.42,186785.1689
3643,278783.26,186869.2115
3644,278803.66,186801.1728
3645,278823.41,186782.1738
3646,278843.37,186860.8072
3647,278863.22,186883.3825
3648,278883.10,186855.6440
3649,278903.54,186857.6780
3650,278923.39,186876.9675
3651,278943.82,186862.6401
3652,278963.21,186876.8334
3653,278983.10,186856.2922
3654,279002.94,186805.0620
3655,279023.39,186846.1221
3656,279063.03,186872.0949
3657,279082.94,186917.4689
3658,279103.40,186883.3154
3659,279123.26,186820.0377
3660,279163.00,186900.8616
3661,279182.93,186866.8646
3662,279203.35,186862.9530
3663,279223.14,186886.1765
3664,279242.95,186922.0957
3665,279264.49,186869.8597
3666,279283.31,187036.0896
3667,279303.22,186845.2951
3668,279323.09,186821.4458
3669,279342.96,186852.6936
3670,279383.11,186820.9988
3671,279403.03,186949.3201
3672,279422.91,186763.8230
3673,279442.79,186917.3795
3674,279462.68,186903.8567
3675,279483.11,186922.9674
3676,279502.99,186895.1842
3677,279522.90,186860.2484
3678,279542.74,186983.8983
3679,279562.60,186879.5156
3680,279583.11,186892.4573
3681,279603.09,186881.4379
3682,279623.01,186857.7674
3683,279642.87,186877.1240
3684,279662.73,186953.4999
3685,279682.61,186878.4204
3686,279703.12,186862.0142
3687,279722.78,186844.8257
3688,279742.72,186905.1531
3689,279762.60,186881.6167
3690,279783.11,186975.1588
3691,279802.97,186914.1832
3692,279822.93,186840.1989
3693,279843.09,186891.7197
3694,279862.31,186880.8120
3695,279882.89,186849.4079
3696,279902.72,186899.9004
3697,279922.58,186923.5709
3698,279943.04,186828.8666
3699,279962.41,186883.7625
3700,279982.92,186926.0296
3701,280002.77,186875.9394
3702,280022.63,186794.4002
3703,280062.66,186925.9402
3704,280082.56,186926.2308
3705,280102.39,186885.4165
3706,280122.90,186844.9822
3707,280142.74,186923.9509
3708,280162.55,186942.5476
3709,280182.41,186860.7402
3710,280202.22,186876.3641
3711,280222.69,186818.2048
3712,280242.45,186858.1921
3713,280266.33,186861.0531
3714,280282.63,186901.1074
3715,280302.42,186870.6867
3716,280322.20,186886.8023
3717,280342.68,186926.4543
3718,280382.45,186835.0357
3719,280402.29,186835.5051
3720,280422.12,186905.7342
3721,280442.59,186860.5837
3722,280462.42,186839.3272
3723,280483.70,186798.6470
3724,280502.25,186834.0299
3725,280522.13,186925.0461
3726,280542.58,186863.9812
3727,280562.30,186824.9103
3728,280602.06,186846.2116
3729,280621.92,186872.0055
3730,280642.33,186807.0289
3731,280662.22,186884.2542
3732,280695.98,186840.2436
3733,280702.27,186904.3484
3734,280722.14,186925.7390
3735,280741.91,186846.7256
3736,280762.31,186791.3604
3737,280782.17,186846.2786
3738,280802.02,186796.8366
3739,280822.21,186899.4981
3740,280842.11,186888.8810
3741,280861.90,186826.4303
3742,280882.32,186830.2524
3743,280902.18,186865.9928
3744,280924.28,186830.4983
3745,280941.79,186863.0648
3746,280962.22,186921.1346
3747,280982.02,186830.5430
3748,281001.81,186896.9947
3749,281022.23,186855.1522
3750,281043.52,186848.9608
3751,281062.26,186901.2192
3752,281082.14,186802.4021
3753,281101.95,186893.1502
3754,281121.76,186855.2193
3755,281162.00,186953.9022
3756,281181.84,186895.8101
3757,281201.66,186872.0278
3758,281222.12,186840.5566
3759,281255.72,186921.5593
3760,281261.64,186915.3678
3761,281282.04,186897.5982
3762,281301.86,186945.3415
3763,281321.66,186815.0756
3764,281341.50,186833.3146
3765,281361.29,186903.0520
3766,281381.90,186804.3244
3767,281401.76,186828.8666
3768,281421.61,186883.4496
3769,281441.45,186851.6654
3770,281461.86,186815.7461
3771,281501.71,186889.9763
3772,281521.61,186889.9092
3773,281541.59,186851.7771
3774,281591.64,186837.8073
3775,282402.05,186935.2385
3776,282421.87,186981.4843
3777,282441.69,186877.5934
3778,282461.85,186904.0802
3779,282481.66,186858.6168
3780,282501.54,186902.8509
3781,282521.37,186834.0746
3782,282541.18,186921.7381
3783,282560.98,186852.6042
3784,282581.00,186952.8517
3785,286279.05,186965.4357
3786,286298.89,186851.6430
3787,286318.72,186927.1919
3788,286349.25,186986.2899
3789,289516.90,186821.8929
3790,289550.09,186868.6303
3791,289556.83,186872.8548
3792,289576.65,186806.8278
3793,289596.41,186848.7149
3794,289616.20,186923.4592
3795,289636.01,186923.8839
3796,289656.65,186846.1668
3797,289676.11,186895.0054
3798,289696.11,186863.5342
3799,289716.49,186838.5226
3800,289736.24,186846.4127
3801,289756.45,186852.8724
3802,289776.21,186779.6704
3803,289796.55,186783.8949
3804,289816.58,186905.9801
3805,294195.43,186864.2941
3806,294214.68,186787.6053
3807,294234.46,186894.1784
3808,294258.73,186804.1903
3809,294275.01,186844.9822
3810,294294.81,186856.2698
3811,294314.57,186824.4857
3812,294334.35,186794.7802
3813,294354.78,186895.6313
3814,294394.84,186747.4392
3815,294414.67,186772.8978
3816,294434.47,186817.9366
3817,294454.24,186872.7654
3818,294474.71,186803.7656
3819,294514.85,186818.9424
3820,294535.89,186777.9940
3821,294715.07,186812.8404
3822,294755.77,186892.0997
3823,294775.14,186888.1881
3824,294794.83,186968.5873
3825,294815.29,186887.6740
3826,294835.33,186907.8130
3827,294854.79,186910.4505
3828,294875.26,186926.3202
3829,294895.08,186868.2504
3830,294914.90,186881.2144
3831,294934.71,186876.1629
3832,294955.12,186875.9170
3833,294975.43,186927.6166
3834,295639.22,186834.6781
3835,295655.59,186799.6082
3836,295673.01,186795.5625
3837,295692.87,186935.8197
3838,295753.40,186884.7907
3839,295772.70,186798.8482
3840,295793.17,186853.2300
3841,307347.56,186932.9140
3842,307387.02,186872.7431
3843,307406.82,186906.0472
3844,307426.66,186837.3603
3845,307446.44,186934.5456
3846,307487.34,186804.0785
3847,307506.56,186921.8946
3848,307526.35,186979.4503
3849,307546.76,186865.2329
3850,307566.55,186902.1580
3851,307586.68,186930.8129
3852,307605.81,186877.0346
3853,307625.67,186849.0055
3854,307646.09,186814.7179
3855,307665.91,186833.7393
3856,307685.70,186774.6189
3857,307707.13,186886.8694
3858,307725.62,186912.3727
3859,307745.42,186909.1988
3860,307765.20,186975.2929
3861,307784.98,186923.1239
3862,307804.83,186911.7916
3863,307828.40,186810.1358
3864,307844.55,186930.9694
3865,307864.95,186967.2686
3866,307884.72,186919.9499
3867,307905.11,186896.5030
3868,307924.87,186875.4476
3869,307948.56,186870.5973
3870,307964.70,186818.7413
3871,307985.15,186823.5022
3872,308004.92,186908.1482
3873,308025.33,186917.9383
3874,308065.40,186886.0871
3875,308085.15,186837.6508
3876,308104.92,186877.7499
3877,308125.30,186911.6798
3878,308145.06,186798.1553
3879,308185.36,186750.4120
3880,308205.14,186888.5905
3881,308245.27,186917.8489
3882,309324.14,186878.9122
3883,309343.98,186843.3505
3884,309376.96,186841.0036
3885,309384.17,186895.4971
3886,309403.99,186943.6651
3887,309424.40,186950.7730
3888,312222.57,186893.0161
3889,323635.47,904.0162
3890,335789.28,186838.1426
3891,337187.47,186809.4876
3892,337210.08,186763.1301
3893,337227.43,186818.1601
3894,337247.30,186958.7973
3895,337267.75,186819.9036
3896,337287.55,186848.5361
3897,337327.69,186902.2474
3898,337387.63,186792.2768
3899,347491.91,186832.5993
